Timestamp,1. Which age group are you in?,2. What is your gender?,4. How would you describe your style?,3. Where do you live?,"5. Do you prefer Eastern or Western clothing, or both?",6. Pick your wardrobe essentials (Choose all that apply):,7. Who inspires your fashion choices?,8. How often do you buy new clothes?,9. Where do you usually buy clothes?,10. When do you like to shop the most?,11. What do you do when you have a fashion emergency?,12. Do you prefer designer brands for special events? ,"13. If you could choose one store to get unlimited clothes from, which would it be?",14. Has your style changed over age? ,15. Do you find it easy to find clothes that suit both your style and age?,16. Does society expect you to dress differently as you age? ,17. What is your average spending on clothes?,18. How much of your income goes to buying clothes?,"19. On a scale from 1 to 10, how much do you follow seasonal fashion trends?"
10/15/2024 18:07,18-24 (The trendsetter years),Male,Other (I have my own unique style),Other (Overseas),Fusion (A blend of both styles),"Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Pinterest (It’s a mood board thing),Every month (I enjoy regular shopping),"Malls (Dolmen, Emporium, etc.)",When the seasons change (Updating for summer or winter),Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","No, people are accepting of my style choices",Under PKR 2000,"0-5% (I stick to the basics, just the essentials)",1
10/15/2024 21:51,35-44 (Balancing style and wisdom),Female,Classic (Timeless and elegant),Other (Overseas),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Abayas, Sneakers, Sportswear/Gym Wear, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Tailor-made (Clothes made just for you)","When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts), When I’m bored (Shopping for fun)",Layer my clothes (To cover any issues),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","No, people are accepting of my style choices","PKR 5000-10,000",11-20% (I like to keep my wardrobe updated with fashion trends),7
10/16/2024 13:08,Under 18 (Rocking the teen trends),Male,"Casual (Relaxed, everyday wear), Sporty (Comfort and movement)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Sportswear/Gym Wear, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Friends and family, Celebrities","Rarely (I prefer long-lasting, timeless pieces)","Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), When I’m bored (Shopping for fun)",I accept my fashion mistakes (I’m comfortable with my style),"No, I prefer custom-made or local market options (Support local artisans)",Brands (I appreciate quality brands),no,"Yes, it’s easy for me","No, people are accepting of my style choices",Under PKR 2000,6-10% (I occasionally refresh my wardrobe with new items),6
10/16/2024 18:34,Under 18 (Rocking the teen trends),Female,Trendy (Up-to-date with fashion),Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Kurtas, Dresses/Skirts, Blazers/Jackets, Sneakers, Caps/Hats, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.), Boutiques (Unique and custom styles)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter)",Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Thrift stores (A treasure hunt every time),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like","PKR 5000-10,000","21% or more (Fashion is important to me, and I invest significantly in it)",7
10/16/2024 19:10,35-44 (Balancing style and wisdom),Female,Classic (Timeless and elegant),Islamabad (Stylish and serene),Fusion (A blend of both styles),Kurtas,Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),Designer stores (Brands like Khaadi or Amir Adnan),"When the seasons change (Updating for summer or winter), When I’m bored (Shopping for fun)",I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","A little, but I still dress how I want","Over PKR 10,000",6-10% (I occasionally refresh my wardrobe with new items),6
10/16/2024 19:33,Under 18 (Rocking the teen trends),Female,Trendy (Up-to-date with fashion),Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Dresses/Skirts, Blazers/Jackets, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Celebrities",Every 3-6 months (I plan my shopping throughout the year),"Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), Sale season (Taking advantage of discounts)",Use safety pins (For quick fixes),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","A little, but I still dress how I want",PKR 2000-5000,6-10% (I occasionally refresh my wardrobe with new items),7
10/16/2024 21:06,25-34 (Class with a dash of fun),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.), Boutiques (Unique and custom styles)","Eid!  (For festive outfits), When the seasons change (Updating for summer or winter)",Layer my clothes (To cover any issues),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","A little, but I still dress how I want","Over PKR 10,000",6-10% (I occasionally refresh my wardrobe with new items),7
10/16/2024 21:46,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear)",Other (Overseas),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Sneakers, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)",Wedding season (For special occasion shopping),Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","Yes, but I choose to wear what I like","PKR 5000-10,000",6-10% (I occasionally refresh my wardrobe with new items),7
10/16/2024 21:47,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear)",Other (Overseas),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Sneakers, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)",Wedding season (For special occasion shopping),Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","Yes, but I choose to wear what I like","PKR 5000-10,000",6-10% (I occasionally refresh my wardrobe with new items),7
10/16/2024 22:01,25-34 (Class with a dash of fun),Female,Formal (Dressed up for occasions),Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Blazers/Jackets, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Celebrities,Every month (I enjoy regular shopping),"Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles), Tailor-made (Clothes made just for you)",When the seasons change (Updating for summer or winter),Use safety pins (For quick fixes),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","Yes, but I choose to wear what I like","PKR 5000-10,000",11-20% (I like to keep my wardrobe updated with fashion trends),5
10/16/2024 22:38,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear), Traditional (Cultural and classic), Fusion (A mix of styles)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), Sale season (Taking advantage of discounts)",Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like","PKR 5000-10,000",6-10% (I occasionally refresh my wardrobe with new items),5
10/16/2024 22:41,25-34 (Class with a dash of fun),Female,Other (I have my own unique style),Gilgit-Baltistan (Unique and trendy),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts)",I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"Sometimes, it can be difficult","No, people are accepting of my style choices",PKR 2000-5000,6-10% (I occasionally refresh my wardrobe with new items),7
10/16/2024 22:45,35-44 (Balancing style and wisdom),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Sportswear/Gym Wear, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Pinterest (It’s a mood board thing),Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), When I’m bored (Shopping for fun)",I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","Yes, but I choose to wear what I like","Over PKR 10,000",6-10% (I occasionally refresh my wardrobe with new items),5
10/16/2024 22:58,25-34 (Class with a dash of fun),Male,Formal (Dressed up for occasions),Khyber Pakhtunkhwa (Style from the mountains),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Accessories  (Watches, handbags, jewelry)",Friends and family,Once a year (I update my wardrobe for different seasons),Designer stores (Brands like Khaadi or Amir Adnan),Eid!  (For festive outfits),I accept my fashion mistakes (I’m comfortable with my style),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","No, people are accepting of my style choices",PKR 2000-5000,"0-5% (I stick to the basics, just the essentials)",3
10/17/2024 0:23,25-34 (Class with a dash of fun),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)","When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts)",Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"No, I struggle to find what I like","No, people are accepting of my style choices","PKR 5000-10,000",6-10% (I occasionally refresh my wardrobe with new items),4
10/17/2024 0:55,25-34 (Class with a dash of fun),Male,Trendy (Up-to-date with fashion),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Sneakers, Sportswear/Gym Wear, Caps/Hats, Polo shirt, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Every month (I enjoy regular shopping),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter)",Layer my clothes (To cover any issues),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),yes,"Sometimes, it can be difficult","No, people are accepting of my style choices","PKR 5000-10,000",11-20% (I like to keep my wardrobe updated with fashion trends),10
